timestamp,cycle_id,distance_cm,weight_g,pir,fill_percent,hour,day_of_week,minute_of_day,delta_fill_3,delta_weight_3,pir_recent_3,time_to_full_minutes
2026-03-21 05:45:00,3,35.5,769.7,0,12.6,5,5,345,2.5,155.8,2,440
2026-03-21 05:50:00,3,35.5,760.0,1,12.7,5,5,350,1.2,52.5,2,435
2026-03-21 05:55:00,3,37.1,991.7,0,12.9,5,5,355,0.3,152.0,1,430
2026-03-21 06:00:00,3,35.6,1018.7,0,13.6,6,5,360,1.0,249.0,1,425
2026-03-21 06:05:00,3,34.2,896.1,0,13.9,6,5,365,1.2,136.1,0,420
2026-03-21 06:10:00,3,34.9,843.1,1,14.4,6,5,370,1.5,-148.6,1,415
2026-03-21 06:15:00,3,34.6,819.0,0,15.2,6,5,375,1.6,-199.7,1,410
2026-03-21 06:20:00,3,34.7,1100.8,0,16.0,6,5,380,2.1,204.7,1,405
2026-03-21 06:25:00,3,33.2,863.1,1,16.8,6,5,385,2.4,20.0,1,400
2026-03-21 06:30:00,3,33.2,1157.5,0,17.2,6,5,390,2.0,338.5,1,395
2026-03-21 06:35:00,3,31.7,1116.0,1,17.6,6,5,395,1.6,15.2,2,390
2026-03-21 06:40:00,3,34.9,1204.4,1,17.9,6,5,400,1.1,341.3,2,385
2026-03-21 06:45:00,3,32.7,1327.2,0,17.9,6,5,405,0.7,169.7,2,380
2026-03-21 06:50:00,3,32.1,1290.1,0,18.2,6,5,410,0.6,174.1,1,375
2026-03-21 06:55:00,3,34.3,1066.5,0,18.5,6,5,415,0.6,-137.9,0,370
2026-03-21 07:00:00,3,32.2,1315.5,1,19.4,7,5,420,1.5,-11.7,1,365
2026-03-21 07:05:00,3,32.8,1449.4,1,19.7,7,5,425,1.5,159.3,2,360
2026-03-21 07:10:00,3,32.3,991.7,1,20.3,7,5,430,1.8,-74.8,3,355
2026-03-21 07:15:00,3,32.6,1345.5,0,22.0,7,5,435,2.6,30.0,2,350
2026-03-21 07:20:00,3,31.6,1246.1,0,22.5,7,5,440,2.8,-203.3,1,345
2026-03-21 07:25:00,3,31.2,1241.8,0,22.5,7,5,445,2.2,250.1,0,340
2026-03-21 07:30:00,3,31.9,1355.3,0,23.3,7,5,450,1.3,9.8,0,335
2026-03-21 07:35:00,3,30.7,1378.1,0,24.3,7,5,455,1.8,132.0,0,330
2026-03-21 07:40:00,3,30.9,1418.4,0,25.4,7,5,460,2.9,176.6,0,325
2026-03-21 07:45:00,3,30.6,1519.1,0,25.9,7,5,465,2.6,163.8,0,320
2026-03-21 07:50:00,3,31.3,1606.5,1,27.0,7,5,470,2.7,228.4,1,315
2026-03-21 07:55:00,3,30.9,1711.9,0,27.7,7,5,475,2.3,293.5,1,310
2026-03-21 08:00:00,3,29.5,1548.3,1,28.7,8,5,480,2.8,29.2,2,305
2026-03-21 08:05:00,3,30.0,1779.7,1,29.7,8,5,485,2.7,173.2,2,300
2026-03-21 08:10:00,3,29.6,2040.2,0,30.8,8,5,490,3.1,328.3,2,295
2026-03-21 08:15:00,3,28.3,1736.7,0,31.1,8,5,495,2.4,188.4,1,290
2026-03-21 08:20:00,3,28.6,2240.8,1,32.6,8,5,500,2.9,461.1,1,285
2026-03-21 08:25:00,3,27.4,2008.8,0,33.4,8,5,505,2.6,-31.4,1,280
2026-03-21 08:30:00,3,28.3,2097.6,0,34.4,8,5,510,3.3,360.9,1,275
2026-03-21 08:35:00,3,28.0,2100.4,0,34.7,8,5,515,2.1,-140.4,0,270
2026-03-21 08:40:00,3,27.3,2157.7,1,35.9,8,5,520,2.5,148.9,1,265
2026-03-21 08:45:00,3,25.2,2511.7,1,38.4,8,5,525,4.0,414.1,2,260
2026-03-21 08:50:00,3,26.2,2407.0,1,40.1,8,5,530,5.4,306.6,3,255
2026-03-21 08:55:00,3,25.5,2774.5,0,41.5,8,5,535,5.6,616.8,2,250
2026-03-21 09:00:00,3,25.3,2423.1,0,41.7,9,5,540,3.3,-88.6,1,245
2026-03-21 09:05:00,3,25.9,2855.0,1,41.9,9,5,545,1.8,448.0,1,240
2026-03-21 09:10:00,3,24.5,2614.6,0,41.9,9,5,550,0.4,-159.9,1,235
2026-03-21 09:15:00,3,24.3,2612.3,1,42.2,9,5,555,0.5,189.2,2,230
2026-03-21 09:20:00,3,25.7,2533.8,0,42.2,9,5,560,0.3,-321.2,1,225
2026-03-21 09:25:00,3,23.9,2648.6,0,42.3,9,5,565,0.4,34.0,1,220
2026-03-21 09:30:00,3,24.4,2652.5,1,43.1,9,5,570,0.9,40.2,1,215
2026-03-21 09:35:00,3,24.6,2471.7,0,43.5,9,5,575,1.3,-62.1,1,210
2026-03-21 09:40:00,3,23.0,2695.1,1,44.4,9,5,580,2.1,46.5,2,205
2026-03-21 09:45:00,3,24.4,2828.6,0,44.6,9,5,585,1.5,176.1,1,200
2026-03-21 09:50:00,3,25.0,2783.0,0,44.8,9,5,590,1.3,311.3,1,195
2026-03-21 09:55:00,3,23.2,3170.6,1,46.6,9,5,595,2.2,475.5,1,190
2026-03-21 10:00:00,3,23.6,3225.3,0,46.6,10,5,600,2.0,396.7,1,185
2026-03-21 10:05:00,3,24.0,2898.6,0,47.1,10,5,605,2.3,115.6,1,180
2026-03-21 10:10:00,3,23.6,3085.3,0,47.3,10,5,610,0.7,-85.3,0,175
2026-03-21 10:15:00,3,22.1,2872.5,0,47.3,10,5,615,0.7,-352.8,0,170
2026-03-21 10:20:00,3,24.0,2946.1,0,47.3,10,5,620,0.2,47.5,0,165
2026-03-21 10:25:00,3,23.0,2895.1,0,47.3,10,5,625,0.0,-190.2,0,160
2026-03-21 10:30:00,3,23.3,2956.6,0,47.5,10,5,630,0.2,84.1,0,155
2026-03-21 10:35:00,3,23.2,2884.9,0,47.6,10,5,635,0.3,-61.2,0,150
2026-03-21 10:40:00,3,23.0,2814.2,0,48.2,10,5,640,0.9,-80.9,0,145
2026-03-21 10:45:00,3,23.0,3211.8,0,49.2,10,5,645,1.7,255.2,0,140
2026-03-21 10:50:00,3,22.5,2985.9,1,50.1,10,5,650,2.5,101.0,1,135
2026-03-21 10:55:00,3,22.0,3081.6,0,50.6,10,5,655,2.4,267.4,1,130
2026-03-21 11:00:00,3,21.6,3075.7,1,52.5,11,5,660,3.3,-136.1,2,125
2026-03-21 11:05:00,3,20.8,3422.3,0,52.7,11,5,665,2.6,436.4,1,120
2026-03-21 11:10:00,3,21.2,3283.4,0,53.5,11,5,670,2.9,201.8,1,115
2026-03-21 11:15:00,3,22.5,3359.3,1,53.5,11,5,675,1.0,283.6,1,110
2026-03-21 11:20:00,3,20.8,3410.9,0,53.5,11,5,680,0.8,-11.4,1,105
2026-03-21 11:25:00,3,21.2,3296.6,0,54.2,11,5,685,0.7,13.2,1,100
2026-03-21 11:30:00,3,20.8,3401.7,0,54.5,11,5,690,1.0,42.4,0,95
2026-03-21 11:35:00,3,21.4,3577.8,0,54.9,11,5,695,1.4,166.9,0,90
2026-03-21 11:40:00,3,21.4,3562.5,0,54.9,11,5,700,0.7,265.9,0,85
2026-03-21 11:45:00,3,20.2,3675.2,1,55.3,11,5,705,0.8,273.5,1,80
2026-03-21 11:50:00,3,21.0,3371.3,0,55.5,11,5,710,0.6,-206.5,1,75
2026-03-21 11:55:00,3,20.2,3282.2,0,56.1,11,5,715,1.2,-280.3,1,70
2026-03-21 12:00:00,3,18.7,3710.5,1,58.3,12,5,720,3.0,35.3,1,65
2026-03-21 12:05:00,3,18.1,4058.9,1,61.8,12,5,725,6.3,687.6,2,60
2026-03-21 12:10:00,3,17.3,3745.6,1,63.4,12,5,730,7.3,463.4,3,55
2026-03-21 12:15:00,3,17.2,3964.3,0,65.7,12,5,735,7.4,253.8,2,50
2026-03-21 12:20:00,3,17.6,4182.5,1,67.2,12,5,740,5.4,123.6,2,45
2026-03-21 12:25:00,3,15.7,4290.8,1,69.2,12,5,745,5.8,545.2,2,40
2026-03-21 12:30:00,3,15.0,4393.9,1,70.5,12,5,750,4.8,429.6,3,35
2026-03-21 12:35:00,3,15.3,4645.2,1,73.0,12,5,755,5.8,462.7,3,30
2026-03-21 12:40:00,3,15.0,4492.4,0,73.9,12,5,760,4.7,201.6,2,25
2026-03-21 12:45:00,3,13.1,4868.0,0,75.6,12,5,765,5.1,474.1,1,20
2026-03-21 12:50:00,3,12.8,4847.5,1,77.3,12,5,770,4.3,202.3,1,15
2026-03-21 12:55:00,3,13.4,5242.6,1,78.1,12,5,775,4.2,750.2,2,10
2026-03-21 13:00:00,3,12.7,5231.6,0,79.4,13,5,780,3.8,363.6,2,5
2026-03-21 13:05:00,3,12.6,5019.2,0,80.8,13,5,785,3.5,171.7,1,0
2026-03-21 13:10:00,4,37.2,336.0,0,8.0,13,5,790,0.0,0.0,0,400
2026-03-21 13:15:00,4,37.2,459.1,0,9.4,13,5,795,0.0,0.0,0,395
2026-03-21 13:20:00,4,36.4,773.0,1,11.1,13,5,800,0.0,0.0,1,390
2026-03-21 13:25:00,4,35.5,817.7,1,12.9,13,5,805,4.9,481.7,2,385
2026-03-21 13:30:00,4,33.6,1056.9,1,15.9,13,5,810,6.5,597.8,3,380
2026-03-21 13:35:00,4,33.7,813.4,1,18.1,13,5,815,7.0,40.4,3,375
2026-03-21 13:40:00,4,33.0,1324.9,1,19.7,13,5,820,6.8,507.2,3,370
2026-03-21 13:45:00,4,33.4,1230.1,1,21.4,13,5,825,5.5,173.2,3,365
2026-03-21 13:50:00,4,32.8,1494.3,1,23.6,13,5,830,5.5,680.9,3,360
2026-03-21 13:55:00,4,30.4,1717.7,1,25.4,13,5,835,5.7,392.8,3,355
2026-03-21 14:00:00,4,30.9,1575.8,0,25.4,14,5,840,4.0,345.7,2,350
2026-03-21 14:05:00,4,31.5,1703.2,0,26.3,14,5,845,2.7,208.9,1,345
2026-03-21 14:10:00,4,30.4,1808.8,0,26.5,14,5,850,1.1,91.1,0,340
2026-03-21 14:15:00,4,30.2,1640.6,0,27.0,14,5,855,1.6,64.8,0,335
2026-03-21 14:20:00,4,31.0,1969.6,1,27.9,14,5,860,1.6,266.4,1,330
2026-03-21 14:25:00,4,29.3,1752.8,0,28.5,14,5,865,2.0,-56.0,1,325
2026-03-21 14:30:00,4,30.1,1784.6,0,29.2,14,5,870,2.2,144.0,1,320
2026-03-21 14:35:00,4,29.8,1624.2,0,29.2,14,5,875,1.3,-345.4,0,315
2026-03-21 14:40:00,4,29.8,2007.7,1,29.8,14,5,880,1.3,254.9,1,310
2026-03-21 14:45:00,4,29.6,1744.2,1,30.1,14,5,885,0.9,-40.4,2,305
2026-03-21 14:50:00,4,28.9,1660.7,0,30.2,14,5,890,1.0,36.5,2,300
2026-03-21 14:55:00,4,28.4,2068.4,0,31.0,14,5,895,1.2,60.7,1,295
2026-03-21 15:00:00,4,28.4,1874.0,0,31.0,15,5,900,0.9,129.8,0,290
2026-03-21 15:05:00,4,27.8,1914.9,0,31.5,15,5,905,1.3,254.2,0,285
2026-03-21 15:10:00,4,28.6,1962.9,1,32.7,15,5,910,1.7,-105.5,1,280
2026-03-21 15:15:00,4,28.2,2134.9,0,32.9,15,5,915,1.9,260.9,1,275
2026-03-21 15:20:00,4,27.7,1991.9,1,33.8,15,5,920,2.3,77.0,2,270
2026-03-21 15:25:00,4,28.8,2274.8,1,34.7,15,5,925,2.0,311.9,2,265
2026-03-21 15:30:00,4,27.8,2322.3,1,36.0,15,5,930,3.1,187.4,3,260
2026-03-21 15:35:00,4,27.8,2036.9,0,36.2,15,5,935,2.4,45.0,2,255
2026-03-21 15:40:00,4,28.1,2201.4,0,36.3,15,5,940,1.6,-73.4,1,250
2026-03-21 15:45:00,4,27.2,2412.6,1,36.9,15,5,945,0.9,90.3,1,245
2026-03-21 15:50:00,4,26.3,2247.2,0,37.9,15,5,950,1.7,210.3,1,240
2026-03-21 15:55:00,4,28.4,2296.8,0,38.0,15,5,955,1.7,95.4,1,235
2026-03-21 16:00:00,4,25.6,2287.5,0,38.0,16,5,960,1.1,-125.1,0,230
2026-03-21 16:05:00,4,26.6,2223.8,0,38.4,16,5,965,0.5,-23.4,0,225
2026-03-21 16:10:00,4,25.9,2519.6,0,38.9,16,5,970,0.9,222.8,0,220
2026-03-21 16:15:00,4,27.3,2377.0,0,38.9,16,5,975,0.9,89.5,0,215
2026-03-21 16:20:00,4,26.6,2694.2,1,39.4,16,5,980,1.0,470.4,1,210
2026-03-21 16:25:00,4,26.4,2546.7,0,39.4,16,5,985,0.5,27.1,1,205
2026-03-21 16:30:00,4,25.3,2539.7,0,39.5,16,5,990,0.6,162.7,1,200
2026-03-21 16:35:00,4,25.1,2445.9,0,40.4,16,5,995,1.0,-248.3,0,195
2026-03-21 16:40:00,4,25.2,2864.7,0,40.9,16,5,1000,1.5,318.0,0,190
2026-03-21 16:45:00,4,27.6,2932.3,0,41.3,16,5,1005,1.8,392.6,0,185
2026-03-21 16:50:00,4,25.6,2653.1,0,41.4,16,5,1010,1.0,207.2,0,180
2026-03-21 16:55:00,4,25.3,2496.2,0,42.4,16,5,1015,1.5,-368.5,0,175
2026-03-21 17:00:00,4,25.0,2467.9,0,42.4,17,5,1020,1.1,-464.4,0,170
2026-03-21 17:05:00,4,23.7,2810.1,1,42.7,17,5,1025,1.3,157.0,1,165
2026-03-21 17:10:00,4,25.5,2667.8,0,42.8,17,5,1030,0.4,171.6,1,160
2026-03-21 17:15:00,4,24.2,2634.4,1,43.3,17,5,1035,0.9,166.5,2,155
2026-03-21 17:20:00,4,25.4,2491.1,0,43.5,17,5,1040,0.8,-319.0,1,150
2026-03-21 17:25:00,4,24.6,2974.8,0,43.8,17,5,1045,1.0,307.0,1,145
2026-03-21 17:30:00,4,24.2,2887.9,0,44.6,17,5,1050,1.3,253.5,0,140
2026-03-21 17:35:00,4,22.5,2906.9,1,45.5,17,5,1055,2.0,415.8,1,135
2026-03-21 17:40:00,4,23.8,3121.5,1,45.7,17,5,1060,1.9,146.7,2,130
2026-03-21 17:45:00,4,24.2,2758.1,0,45.9,17,5,1065,1.3,-129.8,2,125
2026-03-21 17:50:00,4,23.8,2726.3,0,46.2,17,5,1070,0.7,-180.6,1,120
2026-03-21 17:55:00,4,23.0,2795.8,0,46.8,17,5,1075,1.1,-325.7,0,115
2026-03-21 18:00:00,4,23.0,2962.9,1,48.7,18,5,1080,2.8,204.8,1,110
2026-03-21 18:05:00,4,22.7,2878.6,1,50.9,18,5,1085,4.7,152.3,2,105
2026-03-21 18:10:00,4,21.9,3330.1,1,52.2,18,5,1090,5.4,534.3,3,100
2026-03-21 18:15:00,4,19.4,3155.1,1,53.2,18,5,1095,4.5,192.2,3,95
2026-03-21 18:20:00,4,19.8,3503.3,0,54.1,18,5,1100,3.2,624.7,2,90
2026-03-21 18:25:00,4,20.6,3386.2,1,54.8,18,5,1105,2.6,56.1,2,85
2026-03-21 18:30:00,4,21.0,3245.2,1,56.2,18,5,1110,3.0,90.1,2,80
2026-03-21 18:35:00,4,20.5,3569.7,0,57.2,18,5,1115,3.1,66.4,2,75
2026-03-21 18:40:00,4,18.2,4001.7,1,59.1,18,5,1120,4.3,615.5,2,70
2026-03-21 18:45:00,4,18.3,4118.5,1,60.0,18,5,1125,3.8,873.3,2,65
2026-03-21 18:50:00,4,17.3,3879.7,1,61.6,18,5,1130,4.4,310.0,3,60
2026-03-21 18:55:00,4,17.2,4137.3,0,63.4,18,5,1135,4.3,135.6,2,55
2026-03-21 19:00:00,4,18.8,4146.7,1,65.3,19,5,1140,5.3,28.2,2,50
2026-03-21 19:05:00,4,16.1,4323.4,0,66.5,19,5,1145,4.9,443.7,1,45
2026-03-21 19:10:00,4,16.0,4326.8,0,68.0,19,5,1150,4.6,189.5,1,40
2026-03-21 19:15:00,4,15.1,4302.3,0,69.3,19,5,1155,4.0,155.6,0,35
2026-03-21 19:20:00,4,14.9,4653.1,1,70.8,19,5,1160,4.3,329.7,1,30
2026-03-21 19:25:00,4,15.1,4520.2,0,72.3,19,5,1165,4.3,193.4,1,25
2026-03-21 19:30:00,4,13.4,4520.3,0,73.3,19,5,1170,4.0,218.0,1,20
2026-03-21 19:35:00,4,13.6,4762.4,1,75.3,19,5,1175,4.5,109.3,1,15
2026-03-21 19:40:00,4,13.5,4945.0,1,76.6,19,5,1180,4.3,424.8,2,10
2026-03-21 19:45:00,4,13.8,5136.9,1,78.6,19,5,1185,5.3,616.6,3,5
2026-03-21 19:50:00,4,11.8,5113.2,1,80.3,19,5,1190,5.0,350.8,3,0
2026-03-21 19:55:00,5,37.3,473.4,1,7.1,19,5,1195,0.0,0.0,1,725
2026-03-21 20:00:00,5,38.4,480.5,0,7.4,20,5,1200,0.0,0.0,1,720
2026-03-21 20:05:00,5,36.8,753.6,1,7.9,20,5,1205,0.0,0.0,2,715
2026-03-21 20:10:00,5,37.7,738.7,0,8.0,20,5,1210,0.9,265.3,1,710
2026-03-21 20:15:00,5,36.5,804.9,0,8.0,20,5,1215,0.6,324.4,1,705
2026-03-21 20:20:00,5,37.6,637.7,0,8.4,20,5,1220,0.5,-115.9,0,700
2026-03-21 20:25:00,5,36.0,550.4,0,8.7,20,5,1225,0.7,-188.3,0,695
2026-03-21 20:30:00,5,37.5,507.1,0,9.0,20,5,1230,1.0,-297.8,0,690
2026-03-21 20:35:00,5,35.9,491.1,0,9.5,20,5,1235,1.1,-146.6,0,685
2026-03-21 20:40:00,5,35.8,382.4,0,9.6,20,5,1240,0.9,-168.0,0,680
2026-03-21 20:45:00,5,36.2,831.7,0,10.1,20,5,1245,1.1,324.6,0,675
2026-03-21 20:50:00,5,35.1,461.6,0,10.6,20,5,1250,1.1,-29.5,0,670
2026-03-21 20:55:00,5,35.9,447.6,1,11.0,20,5,1255,1.4,65.2,1,665
2026-03-21 21:00:00,5,35.9,978.2,1,11.7,21,5,1260,1.6,146.5,2,660
2026-03-21 21:05:00,5,34.9,958.2,0,11.7,21,5,1265,1.1,496.6,2,655
2026-03-21 21:10:00,5,35.7,734.1,1,11.7,21,5,1270,0.7,286.5,2,650
2026-03-21 21:15:00,5,35.6,694.5,1,11.8,21,5,1275,0.1,-283.7,2,645
2026-03-21 21:20:00,5,35.2,703.4,1,13.2,21,5,1280,1.5,-254.8,3,640
2026-03-21 21:25:00,5,34.4,986.3,0,13.5,21,5,1285,1.8,252.2,2,635
2026-03-21 21:30:00,5,34.9,899.1,0,13.5,21,5,1290,1.7,204.6,1,630
2026-03-21 21:35:00,5,35.5,838.9,0,13.8,21,5,1295,0.6,135.5,0,625
2026-03-21 21:40:00,5,34.9,986.7,1,14.3,21,5,1300,0.8,0.4,1,620
2026-03-21 21:45:00,5,34.5,814.4,0,15.0,21,5,1305,1.5,-84.7,1,615
2026-03-21 21:50:00,5,35.9,831.7,1,15.1,21,5,1310,1.3,-7.2,2,610
2026-03-21 21:55:00,5,34.7,1024.5,0,15.1,21,5,1315,0.8,37.8,1,605
2026-03-21 22:00:00,5,35.3,988.8,0,15.7,22,5,1320,0.7,174.4,1,600
2026-03-21 22:05:00,5,34.1,1102.2,1,16.4,22,5,1325,1.3,270.5,1,595
2026-03-21 22:10:00,5,35.0,1017.0,0,16.8,22,5,1330,1.7,-7.5,1,590
2026-03-21 22:15:00,5,34.2,1002.5,0,16.9,22,5,1335,1.2,13.7,1,585
2026-03-21 22:20:00,5,34.4,1187.0,1,18.5,22,5,1340,2.1,84.8,1,580
2026-03-21 22:25:00,5,32.4,1098.1,0,19.5,22,5,1345,2.7,81.1,1,575
2026-03-21 22:30:00,5,32.8,1021.0,0,19.5,22,5,1350,2.6,18.5,1,570
2026-03-21 22:35:00,5,32.9,1395.7,0,19.5,22,5,1355,1.0,208.7,0,565
2026-03-21 22:40:00,5,33.1,1256.5,1,20.4,22,5,1360,0.9,158.4,1,560
2026-03-21 22:45:00,5,32.5,1324.5,0,20.4,22,5,1365,0.9,303.5,1,555
2026-03-21 22:50:00,5,32.1,1442.7,0,20.4,22,5,1370,0.9,47.0,1,550
2026-03-21 22:55:00,5,33.1,1378.3,0,20.7,22,5,1375,0.3,121.8,0,545
2026-03-21 23:00:00,5,32.7,1373.1,0,20.9,23,5,1380,0.5,48.6,0,540
2026-03-21 23:05:00,5,33.4,1280.5,0,21.3,23,5,1385,0.9,-162.2,0,535
2026-03-21 23:10:00,5,32.6,1404.7,0,21.3,23,5,1390,0.6,26.4,0,530
2026-03-21 23:15:00,5,32.1,1550.4,1,22.2,23,5,1395,1.3,177.3,1,525
2026-03-21 23:20:00,5,32.7,1426.8,0,22.7,23,5,1400,1.4,146.3,1,520
2026-03-21 23:25:00,5,32.0,1448.4,1,23.7,23,5,1405,2.4,43.7,2,515
2026-03-21 23:30:00,5,31.7,1587.8,0,24.6,23,5,1410,2.4,37.4,1,510
2026-03-21 23:35:00,5,31.3,1424.3,0,24.9,23,5,1415,2.2,-2.5,1,505
2026-03-21 23:40:00,5,31.0,1263.5,1,25.6,23,5,1420,1.9,-184.9,1,500
2026-03-21 23:45:00,5,30.2,1648.4,1,26.3,23,5,1425,1.7,60.6,2,495
2026-03-21 23:50:00,5,30.3,1822.5,1,26.9,23,5,1430,2.0,398.2,3,490
2026-03-21 23:55:00,5,29.9,1890.3,0,27.3,23,5,1435,1.7,626.8,2,485
2026-03-22 00:00:00,5,30.9,1920.7,0,27.6,0,6,0,1.3,272.3,1,480
2026-03-22 00:05:00,5,30.6,1540.6,1,27.9,0,6,5,1.0,-281.9,1,475
2026-03-22 00:10:00,5,29.8,1755.2,0,28.3,0,6,10,1.0,-135.1,1,470
2026-03-22 00:15:00,5,29.9,1599.1,0,29.2,0,6,15,1.6,-321.6,1,465
2026-03-22 00:20:00,5,29.8,1677.0,0,29.2,0,6,20,1.3,136.4,0,460
2026-03-22 00:25:00,5,29.8,1798.5,0,29.7,0,6,25,1.4,43.3,0,455
2026-03-22 00:30:00,5,29.5,1609.9,0,29.7,0,6,30,0.5,10.8,0,450
2026-03-22 00:35:00,5,28.8,1792.0,1,31.7,0,6,35,2.5,115.0,1,445
2026-03-22 00:40:00,5,28.3,2027.0,1,31.8,0,6,40,2.1,228.5,2,440
2026-03-22 00:45:00,5,28.1,2238.7,1,32.5,0,6,45,2.8,628.8,3,435
2026-03-22 00:50:00,5,28.7,2075.4,0,32.5,0,6,50,0.8,283.4,2,430
2026-03-22 00:55:00,5,28.2,2055.1,0,32.9,0,6,55,1.1,28.1,1,425
2026-03-22 01:00:00,5,27.7,2150.4,1,33.4,1,6,60,0.9,-88.3,1,420
2026-03-22 01:05:00,5,28.9,2396.5,0,34.2,1,6,65,1.7,321.1,1,415
2026-03-22 01:10:00,5,28.9,1928.2,0,34.5,1,6,70,1.6,-126.9,1,410
2026-03-22 01:15:00,5,27.3,2423.9,1,35.4,1,6,75,2.0,273.5,1,405
2026-03-22 01:20:00,5,26.7,2341.7,1,35.4,1,6,80,1.2,-54.8,2,400
2026-03-22 01:25:00,5,28.3,1894.2,1,35.9,1,6,85,1.4,-34.0,3,395
2026-03-22 01:30:00,5,27.5,2241.6,0,36.3,1,6,90,0.9,-182.3,2,390
2026-03-22 01:35:00,5,27.5,2207.6,0,36.4,1,6,95,1.0,-134.1,1,385
2026-03-22 01:40:00,5,25.9,2392.8,1,36.8,1,6,100,0.9,498.6,1,380
2026-03-22 01:45:00,5,25.8,2407.6,0,37.5,1,6,105,1.2,166.0,1,375
2026-03-22 01:50:00,5,26.5,2228.7,0,37.7,1,6,110,1.3,21.1,1,370
2026-03-22 01:55:00,5,25.9,2437.5,1,38.6,1,6,115,1.8,44.7,1,365
2026-03-22 02:00:00,5,26.7,2564.0,0,38.9,2,6,120,1.4,156.4,1,360
2026-03-22 02:05:00,5,25.3,2292.1,0,39.4,2,6,125,1.7,63.4,1,355
2026-03-22 02:10:00,5,24.9,2394.9,0,39.5,2,6,130,0.9,-42.6,0,350
2026-03-22 02:15:00,5,25.9,2376.3,0,40.2,2,6,135,1.3,-187.7,0,345
2026-03-22 02:20:00,5,26.1,2488.5,0,41.2,2,6,140,1.8,196.4,0,340
2026-03-22 02:25:00,5,24.7,2481.6,0,41.6,2,6,145,2.1,86.7,0,335
2026-03-22 02:30:00,5,24.7,2848.0,0,42.9,2,6,150,2.7,471.7,0,330
2026-03-22 02:35:00,5,24.0,2870.7,0,43.7,2,6,155,2.5,382.2,0,325
2026-03-22 02:40:00,5,22.8,2788.1,0,44.1,2,6,160,2.5,306.5,0,320
2026-03-22 02:45:00,5,24.7,2769.0,0,44.5,2,6,165,1.6,-79.0,0,315
2026-03-22 02:50:00,5,23.5,2637.8,0,44.9,2,6,170,1.2,-232.9,0,310
2026-03-22 02:55:00,5,24.9,2888.5,0,45.2,2,6,175,1.1,100.4,0,305
2026-03-22 03:00:00,5,23.8,2715.2,0,45.3,3,6,180,0.8,-53.8,0,300
2026-03-22 03:05:00,5,23.4,2796.6,0,45.6,3,6,185,0.7,158.8,0,295
2026-03-22 03:10:00,5,23.0,3026.6,0,45.6,3,6,190,0.4,138.1,0,290
2026-03-22 03:15:00,5,24.0,2821.8,0,46.2,3,6,195,0.9,106.6,0,285
2026-03-22 03:20:00,5,24.0,2807.9,0,46.8,3,6,200,1.2,11.3,0,280
2026-03-22 03:25:00,5,23.6,2838.8,0,46.9,3,6,205,1.3,-187.8,0,275
2026-03-22 03:30:00,5,22.5,2764.6,1,47.1,3,6,210,0.9,-57.2,1,270
2026-03-22 03:35:00,5,22.9,3378.1,1,48.3,3,6,215,1.5,570.2,2,265
2026-03-22 03:40:00,5,22.7,3115.5,1,50.2,3,6,220,3.3,276.7,3,260
2026-03-22 03:45:00,5,21.4,3126.9,0,50.4,3,6,225,3.3,362.3,2,255
2026-03-22 03:50:00,5,22.7,3178.9,1,50.6,3,6,230,2.3,-199.2,2,250
2026-03-22 03:55:00,5,22.3,3343.5,1,50.6,3,6,235,0.4,228.0,2,245
2026-03-22 04:00:00,5,23.3,2895.7,0,51.4,4,6,240,1.0,-231.2,2,240
2026-03-22 04:05:00,5,21.4,3252.8,0,51.5,4,6,245,0.9,73.9,1,235
2026-03-22 04:10:00,5,22.5,3312.3,0,51.5,4,6,250,0.9,-31.2,0,230
2026-03-22 04:15:00,5,22.2,3171.8,0,52.0,4,6,255,0.6,276.1,0,225
2026-03-22 04:20:00,5,19.7,3405.2,0,52.6,4,6,260,1.1,152.4,0,220
2026-03-22 04:25:00,5,21.0,3451.1,1,53.1,4,6,265,1.6,138.8,1,215
2026-03-22 04:30:00,5,22.1,3209.3,0,53.6,4,6,270,1.6,37.5,1,210
2026-03-22 04:35:00,5,20.0,3334.4,0,53.6,4,6,275,1.0,-70.8,1,205
2026-03-22 04:40:00,5,22.4,3360.4,0,54.2,4,6,280,1.1,-90.7,0,200
2026-03-22 04:45:00,5,21.0,3510.6,0,54.6,4,6,285,1.0,301.3,0,195
2026-03-22 04:50:00,5,19.4,3630.6,0,55.3,4,6,290,1.7,296.2,0,190
2026-03-22 04:55:00,5,20.5,3380.9,0,55.6,4,6,295,1.4,20.5,0,185
2026-03-22 05:00:00,5,20.4,3893.3,0,55.6,5,6,300,1.0,382.7,0,180
2026-03-22 05:05:00,5,21.6,3671.1,0,56.4,5,6,305,1.1,40.5,0,175
2026-03-22 05:10:00,5,19.5,3273.8,0,57.1,5,6,310,1.5,-107.1,0,170
2026-03-22 05:15:00,5,19.7,3638.7,1,58.4,5,6,315,2.8,-254.6,1,165
2026-03-22 05:20:00,5,20.3,3612.1,0,58.4,5,6,320,2.0,-59.0,1,160
2026-03-22 05:25:00,5,19.0,3441.8,0,59.0,5,6,325,1.9,168.0,1,155
2026-03-22 05:30:00,5,19.4,3682.3,1,60.2,5,6,330,1.8,43.6,1,150
2026-03-22 05:35:00,5,18.1,3842.2,0,60.4,5,6,335,2.0,230.1,1,145
